,brand,city,title,desc,image_count,created_at,price
37422,Samsung::سامسونگ,Qom,سامسونگs6 edge,"با سلام
یک عدد گوشی موبایل سامسونگ گلکسی اس ۶ ادج با رنگ گلد و فوق العاده تمیز با حافظه ی ۳۲ گیگ به همراه آدابتور شارژ سریع به فروش میرسد
یا با گوشی های همرده یا پایین رده ای که دو سیم کارت هستند تعویض میکنم
تاکیید میکنم که حتما گوشی ای که میخواهید معاوضه کنید دوسیم کارت باشد
گوشی اس۶ ادج فوق العاده تمیزه و هیچ گونه اشکال کوچکی ندارد
و بسیار زیباست
لطفا مبلغ سر دادن و گوشی مورد نظرتون رو پیامک فرمایید.
با تشکر",3,Sunday 07AM,1441776
37435,Huawei::هوآوی,Qom,گوشی هواویy511 در حد نو,"دیوار گوشی هواویy511 سالم با قابلیت طولانی شارژ همراه با شارژر و هنذفری دو باطری نو با گارانتی 6ماهه و دوتا گارد یکی ایفیس و ژله ای پول گوشی دسته دوم را می دهی اما گوشی نو می خری
با تشکر از",3,Saturday 07PM,334533
37447,Samsung::سامسونگ,Tehran,A$NUMBLACK,"معاوضه  و فروش تمیز و کم کار کرد میباشد معاوضه فقط با اس ۷ سامسونگ 
A$NUMBLACK 4G LTE
3 GIG RAM CAMERA 13 FULL HD
16 GIG HAFEZE 
5.5 INCH
2SIM",0,Friday 05AM,857619
37464,Samsung::سامسونگ,Tehran,گلکسی اس ٤,"گوشی تمیز.ال سی دی اورجینال انداختم.یه دفعه صفحش رفت مثل اینکه مشکل سخت افزاری داره در ضمن گوشی از ترکیه خریدم با کارتن و تمام وسایل اورجینال شارژر هندزفری .... 
خواهشا اس ام اس ندید فقط تماس تلفنی.با تشکر از سایت دیوار",0,Thursday 12PM,594792
37468,Apple::اپل,Tehran,آیفون سیکس پلاس ٦٤گلد فروش یا معاوضه,"آیفون سیکس پلاس ٦٤
گلد 
خیلی سالمه و کم کارکرده 
فروش یا معاوضه با سامسونگ ٧اس ایدج 
فوری
با تشکر از دیوار",0,Friday 03PM,1664299
37475,Samsung::سامسونگ,Tehran,سامسونگ j2 فورجی,فروش به اولین تماس,1,Saturday 03PM,173497
37480,Samsung::سامسونگ,Karaj,سامسونگ  s 3,سالم. وتمیز.  فقط ال سی دیش شکسته,3,Sunday 09AM,196467
37489,LG::ال‌جی,Qom,lg x power,گوشی ال جی ایکس پاور در حد سفید باگارانتی و...,0,Thursday 05PM,513972
37509,Sony::سونی,Tehran,xperia z ultra,"سالم سالم، گوشی تابحال باز یا تعمیر نشده
عین روز اول فقط یه شکستگی کوچیک رو فریم داره که عکسشو گزاشتم دیگه مشکلی نداره
خواهشا پیشنهاد قیمتتون رو تلگرام یا پیامک کنید",2,Monday 02PM,578719
37518,Huawei::هوآوی,Tabriz,تعویض هوآوی y6 poro آکبند با ال جی جی 2,با شلام حواتار تعویض یک عدد گوشی آکبند هوآوی y6 poro با گوشی ال جی جی2 مشکی رنگ تمیز روش سر میدم واسه تعویض فقط پیامک.بزنین.توافق میکنیم ممنون گوشیم 4 جی دار هست,0,Tuesday 04PM,323182
37526,Apple::اپل,Mashhad,ایفون 6,"گوشی کاملا سالم و بدون خط وخش.رنگ گلد.برچسب گلس بدون خش مثل روزاول.16 گیگ.
باگوشی آک هیچ فرقی نداره.یا حق",0,Monday 11AM,1290075
37527,Sony::سونی,Karaj,قطعات  xperia z3,"دوربین اصلی زد تیری و
 فلت تصویر که کلید ولومو پاور روشه 
باتری سالمه با مهلت تست میدم بهتون
برد اصلیش که کانکتور سیم و رمو شارژر  روشه و ایسی ها و ...
شارژر اورجینال و هنذفریش
هرکی خاست درخدمتم
بقیه قسمتاش فروش رفته
برد گوشی مشکل تصویر داشته بعد از درست کردن هم ریستارت میشده بردشم کسی خاست زنگ بزنه",0,Monday 02PM,439424
37540,Sony::سونی,Tehran,سونی z3 در حد نو فوق العاده تمیز,سونی اکسپریا  z3  .گوشی در حد نو می باشد  خیلی خیلی تمیز   هست کارتن شارژر  هندزفری همه بابریک  کوشی بدون تعمیر  برای کسب اطلاعات بیشتر با شماره بیر تماس بگیرید$NUM,3,Wednesday 09AM,620139
37568,Huawei::هوآوی,Karaj,گوشی هواویg730,گوشی هارد سوخته لوازمش میفروشم باطری قاب ال سی دی سالمه,1,Sunday 06PM,111348
37584,Apple::اپل,Tehran,اپل 64G 6S,"اپل 64G 6S 
gray
سالم ، بدون خط و خشی به همراه 3 قاب اورجینال رایگان اپل",3,Sunday 05PM,2186188
37618,Huawei::هوآوی,Isfahan,g730 در حد نو,"گوشی g730 رنگ مشکی در حد آک با نو مو نمیزنه 
هنزفری و شارژرش استفاده نشده. کاملا سالم با مهلت تست
قیمت$NUM
معاوضه ندارم فقط فروش تخفیف جزئی پای معامله",0,Sunday 02AM,603680
37621,Samsung::سامسونگ,Tehran,galaxy J7,"السیدی شکسته.
200هزارتومن.با مشتری واقعی کنار میام.",0,Sunday 04PM,363258
37624,Apple::اپل,Isfahan,آیفون 4  مشکى 32g,تمیز و سالم با جعبه و لوازم,0,Monday 11AM,944696
37631,Nokia::نوکیا,Mashhad,لومیا 1520 فوق العاده تمیز,"حافظه داخلی 32 گیگ
رم 2 گیگ
دوربین 20 مگاپیکسل
به همراه یک عدد فلیپ کاور اصلی نوکیا ( نو )
یک هارد کیس نیلکین
یک فلیپ کاور استفاده شده اصلی نوکیا
هندز فری 
شارژر 
بدون هیچ گونه خط و خش 
رنگ مشکی",0,Wednesday 08AM,833535
37633,Samsung::سامسونگ,Tabriz,گوشی موبایل سامسونگ j5,"گوشیه خوب و با سرعت بالا بدون هنگ منگ همه چی سالم
باکلش لول۱۰۰=۶۰۰
بدون کلش=۵۰۰
در ظمن یا پیامک بدین یا بیایین تلگرام زنگ نزنین",4,Wednesday 03PM,203412
37634,HTC::اچ‌تی‌سی,Tehran,گوشی موبایل HTC Desire 530 دیزایر 530,"گوشی موبایل HTC 530 برنده بهترین موبایل میان رده ی سال
کاملا تمیز
بدون ضربه
قیمت توافقی 
قیمت نو گوشی 500 تا 550 تومن هست 
قیمت توافقی
با شارژر 
یدون هندزفری",1,Thursday 06AM,282414
37652,HTC::اچ‌تی‌سی,Tehran,HTC ONE M9S فروش یا معاوضه,فروش یا معاوضه بسیار تمیز و سالم,3,Wednesday 12PM,448821
37658,Apple::اپل,Tehran,اپل گری ٦٤گیگ5s,"گوشی سالم 
به شرط میدم
باتشکر از دیوار
گوشی ال ال ای میباشد",5,Friday 01PM,1016530
37659,Samsung::سامسونگ,Tehran,گوشی سامسونگ s6معمولی تک سیم ۳۲ گیگ,بدون هیچ خط و خش کارتون و هدفون و شارژر اصلی از خود نمایندگی گرفتم,4,Friday 05PM,765590
37684,Sony::سونی,Tabriz,z2 sony,"معاوضه یا فروش, گوشی فقط بالای lcd یه خراش نازک وجود داره ،فورجی،2016، 20مگاپیکسل دوربین ،باطریشم که فوق العاده، تلگرام هم در خدمت",4,Saturday 10AM,446592
37686,Apple::اپل,Mashhad,ایفون 5sسیلور-16G,سلام گوشی کاملا سالم هستش بدون ضرب خوردگی گلس پشت رو داره همراه با بامپر بدنه گوشی کاملا سالم است عکسا جوابگو همه سوالاتون هس با تشکر.smsهم جواب میدم,5,Sunday 09AM,696896
37698,Huawei::هوآوی,Ahvaz,گوشی هواویی,سالم بدون مشکل جوابگویی مسج نیستم,2,Thursday 04PM,226848
37699,Apple::اپل,Isfahan,گوشى اپل,آیفون5s رنگ گلد بسیارتمیز بدون خط و خش ٣٢گیگ کاملا سالم اصلى به شرط با مهلت تست به قیمت ٩٥٠,0,Friday 07AM,1069216
37702,Samsung::سامسونگ,Isfahan,گوشی موبایل نوت۵,گوشی بسیار تمیز .۳ ماهه کار کرده,0,Friday 05PM,1359226
37727,Sony::سونی,Tehran,سونی اکسپریا V,"از نظر فنی کاملا سالم می باشد و اصلا تعمیر نشده. 
دوربین 13 مگاپیکسل
تک سیم کارته
حافظه 8 گیگ
دوربین مجهز به لرزش گیر دست
دوربین جلو 3 مگاپیکسل
شبکه ارتباطی 3G و 4G",0,Friday 11AM,374525
37736,ZTE::زدتی‌ای,Tehran,معاوضه خط ٠٩١٢ با گوشی,"$NUM
خط سه پله ای میباشد
معاوضه با ایفون ٥
یا اپل واچ
سر هم میدم",0,Monday 10AM,647982
37738,Samsung::سامسونگ,Isfahan,فروش گوشی s4,مینی ...دو سیم کارت سورمه ای .سالم ...قیمت پیشنهاد بدین ...لطفا قیمت پرت ندین ....بگین برا کدوم اگهی ...با تشکر از دیوار,2,Monday 09PM,467411
37741,Samsung::سامسونگ,Tehran,گوشی چکی,گوشی سامسونگ جی 5 فورجی$NUMو جی2 فورجی$NUMچک 1 ماهه..گارانتی مایکروتل,0,Tuesday 07AM,547517
37748,Apple::اپل,Tehran,اپل ٥ s,بسیار سالم,0,Wednesday 01PM,1073574
37757,Nokia::نوکیا,Tehran,لومیا ٩٣٠,"Nokia lumia 930
لومیا ٩٣٠ بسیاز تمیز و سالم
استفاده نشده
دوربین ٢٠ مگا
ویندوزی
به روز رسانی شده ویندوز ١٠
قیمت مناسب",2,Friday 09AM,543824
37760,Samsung::سامسونگ,Qom,اقساطی موبایل,فروش کوشی های اقساطی,0,Friday 03PM,458226
37761,Huawei::هوآوی,Mashhad,گوشی هواوی آنر 4X استثنایی,"گوشی در حد نو بدون خش و با گرانتی
رو صفحش بوف نصبه
یک ای فیس داره + کیف سفید و گارد ژله ای
اخرش 520 مدم",4,Saturday 07AM,188163
37778,Nokia::نوکیا,Shiraz,گوشی اوراقی,"با سلام

تعدادی گوشی اوراقی دارم

۲ تا نوکیا اصلی هستم ، صورتی اشا ۲۰۰ هست ، ۵۰ تومن خرجشه ، کارتن هم داره ، وسایلشم هست. نظر خودم رو ۶۰ هست 

نوکیا ساده یه ال سی دی میخاد فک کنم ، ۱۵ تومن خرجشه ، مموری هم میخوره برای پخش اهنگ ، قیمت ۲۰ ت

دوتا چینی ها  دونه ای ۱۰ ت


لطفا فقط تماس بگیرید

ممنون",2,Saturday 06PM,98837
37779,Apple::اپل,Shiraz,ایفون 6 بسیار تمیز 64gig,"ا سلام ایفون 6. مدل 64gig پارت نامبر lla. رنگ گری اصل هر جا خواستی نشون بده تمیز تمیز عین اک بدون یه خش از روز اول گلس مشکی پشت و رو داره همراه با بک کاور لوازم جانبی اضافه 90 پول دادم 
گوشی از همه لحاظ تضمین 24 ساعت مهلت تست",2,Sunday 12PM,1508504
37793,Apple::اپل,Karaj,ایفون ٥ اس iphone 5s,"ایفون ٥ اس ١٦ گیگ ٥ اس خط و خش داره
قیمت ٨٠٠ تومان",1,Saturday 11AM,987314
37795,Samsung::سامسونگ,Mashhad,سامسونگ. اس3,سامسونگ رنگ مشکی. اس3 نئو.دوسیم..تمیز و سالم....فقط برای فروش,0,Sunday 06PM,221708
37799,Apple::اپل,Tehran,Apple 5$   64,"تمیز تمیز
باز نشده
گارد و گلس و اپل ایدی",2,Wednesday 10AM,1346922
37810,Huawei::هوآوی,Shiraz,y600,درحد نو بدون خط وخش,2,Thursday 07AM,332278
37828,Apple::اپل,Tehran,معاوضه ps4 با ایفون 6s,ریجن ۱ سالم و به شرط میدم با یک دسته اضافی,0,Monday 12PM,1322211
37830,Samsung::سامسونگ,Tehran,گلکسی اس5,تمیز فقط بجز ی تیکه کوچولو ک تو عکس انداختم,3,Thursday 12AM,766277
37831,Samsung::سامسونگ,Shiraz,گوشی سامسونگ A 7دو روزه کار کردع,گوشی سامسونگ A 7دو روزه کار کردع  میخوام بفروشم,1,Friday 12AM,620588
37845,Samsung::سامسونگ,Karaj,3 عدد گوشی کار کرده سالم فروشی,سامسونگ 2 عدد و1 عدد اج تی سی,0,Monday 08AM,818294
37851,Samsung::سامسونگ,Ahvaz,گالکسی گرند پریم,با سلام یه گوشی سامسونگ گولد بسیار تمیز در حد نو اصلا هم تعمیر نرفته هیچ حش و خط هم نداره +کارتون هدفون و شارژ خریدار بیاد واتساپ$NUM,1,Monday 09PM,497094
37873,Huawei::هوآوی,Tehran,گوشی موبایل هواوی y221 مشکی,"گوشی موبایل هواوی y221 مشکی
قیمت 200 هزار تومان
در حد نو",2,Thursday 06PM,387053
37879,Apple::اپل,Tehran,گوشی ایفون ٤,32 gig-در حد نو -بدون کوچکترین مشکل-تا حالا باز نشده-با تمامی وسایل جانبی-فروش یا معاوضه با گوشی بالاتر,2,Saturday 12PM,1005848
37882,Samsung::سامسونگ,Mashhad,سامسونگ  525wave سااااااااالم و تضمینی,گوشی بسیار سالم و مرتب میباشد،مهلت تست هم میدم،قیمتش رو هم خیلی خوب گفتم ١٥٠/٠٠٠ تومان,2,Tuesday 02AM,465893
37884,Lenovo::لنوو,Shiraz,htc desire500,فوالعاده سالم بدون خط و خش دوسیم هست.از روز اول دست خودم بوده.دوربین خیلی خوبی داره.میتونید مشخصات رو تو سایت ببینید.یه تخفیف کوچولو میدم,2,Tuesday 11AM,306835
37893,Samsung::سامسونگ,Tehran,دوعددگلکسی نوت 2 نو,"اس ام اس پاسخگو نیستم
سفیدو مشکی
گوشیها بسیار نو و تمیزبا فرم های اڞافی.فکر کنید نو دارین میخرین
$NUM",0,Thursday 01PM,1042951
37913,Apple::اپل,Isfahan,اپل 6 گلد 64 گیگ,"گوشی در حد بدون خط و خش 
آی کلود داره 
فقط تماس جواب میدم",2,Monday 07AM,1375178
37916,Sony::سونی,Mashhad,گوشی سونی اس ال,"مشخصات
تک سیم 3g حافظه داخلی32مموری نمیخوره.کابل otgساپورت میکنه nfcوhdmiهم ساپورت میکنه دوربین پشت12جلو 2ک جلوش کیفیتش خیلی خوبه،فیلمبرداری1080،فیلم برداری دوم720 شارژر فابریکش هست ک خراب شده ک قیمتشو کسر میکنم گارد و زد خش هم داره قیمت هاتون رو فقط پیامک کنین",2,Monday 06PM,253070
37917,Apple::اپل,Isfahan,ایفون ٦ ضربه خودرو,با سلام یک عدد ایفون ٦ ٦٤ گیگ گری خاموش بفروش میرسد گوشی فوق سه روز کارکرده و پشت درب آن ضربه خورده اما تاچ و ال سی دی و دوربین و سایر قطعات کاملا سالم و بشرط میباشد. لطفا پیامک دهید. ممنون از دیوار$NUM,1,Monday 10PM,871271
